"run_id","job_id","job_name","status","conclusion","started_at","completed_at","duration_s","runner_name","run_attempt"
18069581406,51417573086,"lint","completed","success","2025-09-28T04:58:30Z","2025-09-28T04:58:55Z",25,"GitHub Actions 1000000179",1
18069666555,51417780359,"lint","completed","success","2025-09-28T05:06:55Z","2025-09-28T05:07:17Z",22,"GitHub Actions 1000000180",1
18069666555,51417780380,"build","completed","failure","2025-09-28T05:06:56Z","2025-09-28T05:16:02Z",546,"GitHub Actions 1000000181",1
18069740009,51417942916,"build","completed","failure","2025-09-28T05:13:35Z","2025-09-28T05:21:59Z",504,"GitHub Actions 1000000183",1
18069740009,51417942917,"lint","completed","success","2025-09-28T05:13:35Z","2025-09-28T05:13:59Z",24,"GitHub Actions 1000000182",1
18069753531,51648644834,"build","completed","success","2025-09-30T23:36:43Z","2025-09-30T23:44:29Z",466,"GitHub Actions 1000000218",2
18069753531,51648644897,"lint","completed","success","2025-09-28T05:14:55Z","2025-09-28T05:15:20Z",25,"GitHub Actions 1000000184",2
18069754135,51417973687,"lint","completed","success","2025-09-28T05:15:01Z","2025-09-28T05:15:21Z",20,"GitHub Actions 1000000187",1
18069754135,51417973692,"build","completed","failure","2025-09-28T05:15:00Z","2025-09-28T05:23:22Z",502,"GitHub Actions 1000000186",1
18069757229,51645687904,"build","completed","success","2025-09-30T22:37:49Z","2025-09-30T22:45:55Z",486,"GitHub Actions 1000000215",2
18069757229,51645687972,"lint","completed","success","2025-09-28T05:15:21Z","2025-09-28T05:15:44Z",23,"GitHub Actions 1000000189",2
18080279436,51442556708,"lint","completed","success","2025-09-28T21:49:02Z","2025-09-28T21:49:26Z",24,"GitHub Actions 1000000190",1
18080279436,51442556709,"build","completed","failure","2025-09-28T21:49:03Z","2025-09-28T21:58:22Z",559,"GitHub Actions 1000000191",1
18080377857,51442799646,"lint","completed","success","2025-09-28T22:00:57Z","2025-09-28T22:01:24Z",27,"GitHub Actions 1000000193",1
18080377857,51442799653,"build","completed","failure","2025-09-28T22:00:55Z","2025-09-28T22:09:25Z",510,"GitHub Actions 1000000192",1
18085720463,51456500646,"lint","completed","success","2025-09-29T04:25:10Z","2025-09-29T04:25:34Z",24,"GitHub Actions 1000000195",1
18085720463,51456500653,"build","completed","failure","2025-09-29T04:25:11Z","2025-09-29T04:34:16Z",545,"GitHub Actions 1000000194",1
18086611422,51458765349,"build","completed","failure","2025-09-29T05:19:10Z","2025-09-29T05:27:36Z",506,"GitHub Actions 1000000196",1
18086611422,51458765350,"lint","completed","success","2025-09-29T05:19:10Z","2025-09-29T05:19:30Z",20,"GitHub Actions 1000000197",1
18113790353,51545355682,"lint","completed","success","2025-09-29T23:36:23Z","2025-09-29T23:36:43Z",20,"GitHub Actions 1000000198",1
18113790353,51545355696,"build","completed","success","2025-09-29T23:36:23Z","2025-09-29T23:44:43Z",500,"GitHub Actions 1000000199",1
18114528544,51547571289,"build","completed","failure","2025-09-30T00:21:17Z","2025-09-30T00:25:48Z",271,"GitHub Actions 1000000201",1
18114528544,51547571294,"lint","completed","success","2025-09-30T00:21:17Z","2025-09-30T00:21:39Z",22,"GitHub Actions 1000000200",1
18116536063,51552995546,"build","completed","success","2025-09-30T02:15:24Z","2025-09-30T02:23:30Z",486,"GitHub Actions 1000000203",1
18116536063,51552995558,"lint","completed","success","2025-09-30T02:15:24Z","2025-09-30T02:15:43Z",19,"GitHub Actions 1000000204",1
18116582564,51553119730,"lint","completed","success","2025-09-30T02:18:07Z","2025-09-30T02:18:29Z",22,"GitHub Actions 1000000206",1
18116582564,51553119739,"build","completed","success","2025-09-30T02:18:06Z","2025-09-30T02:25:45Z",459,"GitHub Actions 1000000205",1
18118800438,51559578200,"build","completed","success","2025-09-30T04:30:17Z","2025-09-30T04:38:08Z",471,"GitHub Actions 1000000208",1
